record_id,service_type,service_type_label,name,latitude,longitude,district,neighborhood,address,phone,detail,observed_at,retrieved_at,coverage_status,source_transport,source_dataset,source_dataset_url,source_license,source_attribution
pharmacy:-1:38.486761:27.061859,duty_pharmacy,Duty Pharmacy,UZMAN ECZANESİ,38.486761,27.061859,ÇİĞLİ,,ATAŞEHİR MAH. 8019 11 SOK. NO:10/C,02323860085,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.51095:27.041611,duty_pharmacy,Duty Pharmacy,ELİF ECZANESİ,38.51095,27.041611,ÇİĞLİ,,BALATÇIK MAH. 8788 SOK. NO:15/A,02327818707,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.492838:27.057112,duty_pharmacy,Duty Pharmacy,YENİ MERKEZ ECZANESİ,38.492838,27.057112,ÇİĞLİ,,ATAŞEHİR MAH. ESKİ HAVAALANI CAD. NO:39/C,02321003500,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.283391:26.37522,duty_pharmacy,Duty Pharmacy,ALAÇATI ECZANESİ,38.283391,26.37522,ÇEŞME,,ALAÇATI MAH. 11003 SOK. NO:4/A,02327167778,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.307945:26.361266,duty_pharmacy,Duty Pharmacy,ÇEŞME ILICA ECZANESİ,38.307945,26.361266,ÇEŞME,,ILICA MH. 5065 SK. NO:2/A,02327230011,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.31647:26.305751,duty_pharmacy,Duty Pharmacy,ÖZKAN ECZANESİ,38.31647,26.305751,ÇEŞME,,MUSALLA MAH. 2122 SOK. NO:88/B,02327120071,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.400444:27.130953,duty_pharmacy,Duty Pharmacy,KAYA ECZANESİ,38.400444,27.130953,EŞREFPAŞA,,ZAFERTEPE MAH. YEŞİLLİK CAD. NO:55/A,02322323550,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.321219:27.125189,duty_pharmacy,Duty Pharmacy,ŞEMS ECZANESİ,38.321219,27.125189,GAZİEMİR,,IRMAK MAH. HASAN GÜVEN CAD. NO:19/1-C,02325473585,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:634:38.376613:27.147495,duty_pharmacy,Duty Pharmacy,ARZU TAN ECZANESİ,38.376613,27.147495,GEDİZ,,FIRAT MAH.287/3 SOK. NO:11,02322755965,01:00'DEN SONRA- ŞİRİNYER,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.408659:27.172542,duty_pharmacy,Duty Pharmacy,ŞEN ECZANESİ,38.408659,27.172542,GÜLTEPE,,ADALET CD. NO:41/B,02324333352,24:00DEN SONRA- YENİŞEHİR,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.484027:27.134004,duty_pharmacy,Duty Pharmacy,YENİ CEREN ECZANESİ,38.484027,27.134004,GÜMÜŞPALA,,ONUR MAH. 7371 SOK. NO:46/A,02323630006,24:00DEN SONRA - KARŞIYAKA 4,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.350029:26.867249,duty_pharmacy,Duty Pharmacy,HOŞCAN ECZANESİ,38.350029,26.867249,GÜZELBAHÇE,,MUSTAFA KEMAL PAŞA MAH. 2730 SOK. NO:23/A,02320741002,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.392879:27.032787,duty_pharmacy,Duty Pharmacy,AKARSU ECZANESİ,38.392879,27.032787,İNCİRALTI,,KORUTÜRK MAH. MİTHATPAŞA CAD. NO:289,02322778881,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:364:38.374141:27.131513,duty_pharmacy,Duty Pharmacy,YENI MERT ECZANESİ,38.374141,27.131513,KARABAĞLAR,,Yunus Emre Mah. 4156 SOK. NO:33/A,02322379542,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.390912:27.025168,duty_pharmacy,Duty Pharmacy,BÜYÜKKILIÇ ECZANESİ,38.390912,27.025168,NARLIDERE,,ILICA MAH. GÜVENDIK SOKAK NO:4/A,02322388535,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.427995:27.266125,duty_pharmacy,Duty Pharmacy,YILMAZ ECZANESİ,38.427995,27.266125,PINARBAŞI,,PINARBASI MEYD. NO:8/A,02324790022,24:00DEN SONRA- ÇAMDİBİ,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.40287:27.113282,duty_pharmacy,Duty Pharmacy,SEDEF ECZANESİ,38.40287,27.113282,ÜÇYOL,,PIRIREIS MAH.269 SOKAK NO:93/D KONAK/IZMIR,02322501314,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.423183:27.163094,duty_pharmacy,Duty Pharmacy,SATIROGLU ECZANESİ,38.423183,27.163094,YENİŞEHİR,,GAZILER CAD. NO:460 YENISEHIR KONAK,02324335654,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.395951:27.115324,duty_pharmacy,Duty Pharmacy,BURCU YAKAN ECZANESİ,38.395951,27.115324,YEŞİLYURT,,REİS MAH. ORDU CAD. NO:50/B,02322503763,24:00DEN SONRA- BASIN SİTESİ,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.404238:27.163581,duty_pharmacy,Duty Pharmacy,YENI SANLI ECZANESİ,38.404238,27.163581,EVKA 1,,UFUK MAH.885 SOK.NO:8 BUCA-IZMIR,02324527378,24:00DEN SONRA- BUCA 1,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.369867:27.194005,duty_pharmacy,Duty Pharmacy,SULTAN ECZANESİ,38.369867,27.194005,BUCA 2,,AHMET PIRISTINA BLV.NO.70/A-B,02324540676,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.294137:27.174929,duty_pharmacy,Duty Pharmacy,EYLÜL ECZANESİ,38.294137,27.174929,SARNIÇ,,ATATÜRK MAH. 1045/1 SOK. NO:7/A SARNIÇ,02322811718,24:00DEN SONRA- GAZİEMİR,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:1182:38.388364:27.151482,duty_pharmacy,Duty Pharmacy,MELISSA ECZANESİ,38.388364,27.151482,ŞİRİNYER,,EFELER MAH. KOSUYULU CAD.NO:63/A,02324267888,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:921:38.801387:26.972784,duty_pharmacy,Duty Pharmacy,MELEK ECZANESİ,38.801387,26.972784,ALİAĞA,,KÜLTÜR MAH. ISTIKLAL CAD. NO:64/B ALIAGA/ IZMIR,02326161058,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.237697:27.279912,duty_pharmacy,Duty Pharmacy,ARTI ECZANESİ,38.237697,27.279912,AYRANCILAR,,INÖNÜ MAH. 129 SOKAK. NO:6/A,02328548088,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.221175:27.649563,duty_pharmacy,Duty Pharmacy,SAĞLIK ECZANESİ,38.221175,27.649563,BAYINDIR,,MİTHATPAŞA MAH. HASTANE CAD. NO:24/A,02325813113,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:39.103592:27.166571,duty_pharmacy,Duty Pharmacy,UMUT ECZANESİ,39.103592,27.166571,BERGAMA,,FATİH MH. TUNA CD. NO:29/3,02326321656,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.08495:28.208735,duty_pharmacy,Duty Pharmacy,GÖNEN ECZANESİ,38.08495,28.208735,BEYDAĞ,,ATATÜRK MAH. NAZILLI CAD. NO:18,02325926868,01:00DEN SONRA- İCAP NÖBETİ TUTULMAKTADIR.,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.255049:27.124587,duty_pharmacy,Duty Pharmacy,BARBAROS ECZANESİ,38.255049,27.124587,MENDERES,,BARBAROS MAH. 340 SOK. NO:69/C,02326832159,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:39.071753:26.888731,duty_pharmacy,Duty Pharmacy,DİKİLİ YAMAN ECZANESİ,39.071753,26.888731,DİKİLİ,,Ş.SAMİ AKBULUT CD. NO:35/E,02326717881,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.668328:26.754356,duty_pharmacy,Duty Pharmacy,BEGÜM ECZANESİ,38.668328,26.754356,ESKİ FOÇA,,ATATÜRK MAH. 115 SOK. NO:32,02328126035,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.738804:26.838447,duty_pharmacy,Duty Pharmacy,YAGMUR ECZANESİ,38.738804,26.838447,YENİ FOÇA,,ATATÜRK MAH. IZMIR CAD. NO:87/D,02328148615,24:00 DEN SONRA- İCAP NÖBETİ TUTULMAKTADIR.,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.636037:26.510373,duty_pharmacy,Duty Pharmacy,YENI KARABURUN ECZANESİ,38.636037,26.510373,KARABURUN,,MERKEZ MAH.NO:1 KARABURUN,02327312403,19:00 DAN SONRA- İCAP NÖBETİ TUTULMAKTADIR.,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.508136:26.625728,duty_pharmacy,Duty Pharmacy,ARAS ECZANESİ,38.508136,26.625728,MORDOĞAN,,MORDOĞAN MAH. NAMIK KEMAL CAD. NO:51/A,02327755505,19:00 DAN SONRA- İCAP NÖBETİ TUTULMAKTADIR.,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.430991:27.417912,duty_pharmacy,Duty Pharmacy,ÇİMEN ECZANESİ,38.430991,27.417912,KEMALPAŞA,,MEHMET AKİF ERSOY MAH. 157 SOK. NO:37/A,02328783274,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:39.091322:27.349776,duty_pharmacy,Duty Pharmacy,YAZGAN ECZANESİ,39.091322,27.349776,KINIK,,FATIH MAH. M.AKIF ERSOY CAD. NO:29/A KINIK-IZMIR,02326880607,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.231601:28.207382,duty_pharmacy,Duty Pharmacy,BİR EYLÜL ECZANESİ,38.231601,28.207382,KİRAZ,,ISTIKLAL MAH.SABIT ARLI CD. NO. 63/A,02325722697,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:995:38.609202:27.069323,duty_pharmacy,Duty Pharmacy,DEMİREL ECZANESİ,38.609202,27.069323,MENEMEN,,MERMERLİ MAH. ERTUĞRUL CAD. NO:13/A,02328321095,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.233513:27.965298,duty_pharmacy,Duty Pharmacy,CUMHURİYET ECZANESİ,38.233513,27.965298,ÖDEMİŞ,,MİMAR SİNAN MAH. GEDİZ CAD. NO:42/A,02325022152,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:38.19563:26.839211,duty_pharmacy,Duty Pharmacy,SILA ECZANESİ,38.19563,26.839211,SEFERİHİSAR,,CAMİKEBİR MH. 52 SK. NO:1/A,02327434060,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:-1:37.950593:27.371117,duty_pharmacy,Duty Pharmacy,SELÇUK ECZANESİ,37.950593,27.371117,SELÇUK,,ATATÜRK MAH.CENGIZ TOPEL CD.14-A,02328926576,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:935:38.322219:26.765711,duty_pharmacy,Duty Pharmacy,GÜNEŞ ECZANESİ,38.322219,26.765711,URLA,,YENİ MAHALLE MAH. ZAFER CAD. NO:38,02327541648,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
pharmacy:5933:38.087128:27.725334,duty_pharmacy,Duty Pharmacy,ERDEM ECZANESİ,38.087128,27.725334,TİRE,,4 EYLÜL MH. BURAK BEY CD. NO:4/A,02325001747,,2026-09-20T08:00:00,2026-09-20T07:31:15.753Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Nöbetçi eczaneler,https://acikveri.bizizmir.com/dataset/nobetci-eczaneler-ve-eczane-listesi,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
