record_id,service_type,service_type_label,name,latitude,longitude,district,neighborhood,address,phone,detail,observed_at,retrieved_at,coverage_status,source_transport,source_dataset,source_dataset_url,source_license,source_attribution
hospital:2:Muhittin Erel Amfisi:38.455740938293:27.206593579129,hospital,Hospital,Muhittin Erel Amfisi,38.455740938293,27.206593579129,BORNOVA,KAZIMDİRİK,İZMİR ÇEVRE YOLU 9/60,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:998:Ödemiş Devlet Hastanesi:38.230523133219:27.988069404774,hospital,Hospital,Ödemiş Devlet Hastanesi,38.230523133219,27.988069404774,ÖDEMİŞ,ZAFER,ORTAÇ 10,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:16:Özel Acıbadem İzmir Kent Hastanesi:38.489477857163:27.051584819867,hospital,Hospital,Özel Acıbadem İzmir Kent Hastanesi,38.489477857163,27.051584819867,ÇİĞLİ,ATAŞEHİR,8229/1 56,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:15:Özel Akut Kalp Damar Hastanesi:38.332068946187:27.137476807146,hospital,Hospital,Özel Akut Kalp Damar Hastanesi,38.332068946187,27.137476807146,GAZİEMİR,DOKUZ EYLÜL,343/1 6,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Özel Ata Sağlık Hastanesi:38.443073838971:27.182730040748,hospital,Hospital,Özel Ata Sağlık Hastanesi,38.443073838971,27.182730040748,BORNOVA,KAZIMDİRİK,297 1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:11:Özel Batı Anadolu Hastanesi Central Hospital:38.460861649753:27.166823651668,hospital,Hospital,Özel Batı Anadolu Hastanesi Central Hospital,38.460861649753,27.166823651668,BAYRAKLI,BAYRAKLI,ZEKİ YAVAŞ 2/2,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:16:Özel Bazekol Çiğli Hastanesi:38.485420813036:27.059598932499,hospital,Hospital,Özel Bazekol Çiğli Hastanesi,38.485420813036,27.059598932499,ÇİĞLİ,ATAŞEHİR,8019/16 4,,20.01.2026 tarih ve 2843839 nolu yazı ile hastane adı değiştirilmiştir.,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Çınarlı Hastanesi:38.440596745724:27.172664335685,hospital,Hospital,Özel Çınarlı Hastanesi,38.440596745724,27.172664335685,KONAK,ÇINARLI,ANADOLU 14,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Dünyagöz Hastanesi İzmir:38.433358953879:27.148732679045,hospital,Hospital,Özel Dünyagöz Hastanesi İzmir,38.433358953879,27.148732679045,KONAK,MİMAR SİNAN,ALİ ÇETİNKAYA 79,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:19:Özel Ege Yaşam Hastanesi:38.38302304307:27.112540569043,hospital,Hospital,Özel Ege Yaşam Hastanesi,38.38302304307,27.112540569043,KARABAĞLAR,ALİ FUAT CEBESOY,9135/4 4,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Egepol Cerrahi Hastanesi:38.400213081847:27.128058711725,hospital,Hospital,Özel Egepol Cerrahi Hastanesi,38.400213081847,27.128058711725,KONAK,GÜNEŞLİ,HALİDE EDİP ADIVAR 3A,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Egepol Hastanesi:38.401824320219:27.126867451423,hospital,Hospital,Özel Egepol Hastanesi,38.401824320219,27.126867451423,KONAK,GÜNEŞLİ,527 2,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Egepol Internatıonal Hastanesi:38.400554611841:27.127502554787,hospital,Hospital,Özel Egepol Internatıonal Hastanesi,38.400554611841,27.127502554787,KONAK,GÜNEŞLİ,HALİDE EDİP ADIVAR 57,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Emot El ve Mikrocerrahi Hastanesi:38.425953578164:27.151041446066,hospital,Hospital,Özel Emot El ve Mikrocerrahi Hastanesi,38.425953578164,27.151041446066,KONAK,KAHRAMANLAR,1418 16,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Emot Plus Hastanesi:38.425711895738:27.150869327009,hospital,Hospital,Özel Emot Plus Hastanesi,38.425711895738,27.150869327009,KONAK,KAHRAMANLAR,1418 18-28,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Gazi Hastanesi:38.429519072862:27.151967373755,hospital,Hospital,Özel Gazi Hastanesi,38.429519072862,27.151967373755,KONAK,KAHRAMANLAR,NEVZAT GÜZELIRMAK 29,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Gözde Hastanesi:38.424651950885:27.168115242358,hospital,Hospital,Özel Gözde Hastanesi,38.424651950885,27.168115242358,KONAK,YENİŞEHİR,GAZİLER 353/4,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Karataş Hastanesi:38.41152864577:27.122960672778,hospital,Hospital,Özel Karataş Hastanesi,38.41152864577,27.122960672778,KONAK,BARBAROS,AV. SELİM HAKMEN 26,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:20:Özel Karşıyaka Göz Hastanesi:38.472405154569:27.084585253439,hospital,Hospital,Özel Karşıyaka Göz Hastanesi,38.472405154569,27.084585253439,KARŞIYAKA,YALI,CAHER DUDAYEV 71,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Kaşkaloğlu Göz Hastanesi:38.432078264737:27.147325428166,hospital,Hospital,Özel Kaşkaloğlu Göz Hastanesi,38.432078264737,27.147325428166,KONAK,MİMAR SİNAN,1400 10,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Medıcana Internatıonal İzmir Hastanesi:38.429632710956:27.15717558868,hospital,Hospital,Özel Medıcana Internatıonal İzmir Hastanesi,38.429632710956,27.15717558868,KONAK,YENİŞEHİR,İŞÇİLER 126,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:9:Özel Medifema Hastanesi:38.241052249083:27.275669466591,hospital,Hospital,Özel Medifema Hastanesi,38.241052249083,27.275669466591,TORBALI,AYRANCILAR,İZMİR AYDIN 124,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Sağlık Hastanesi:38.432523299005:27.149185603756,hospital,Hospital,Özel Sağlık Hastanesi,38.432523299005,27.149185603756,KONAK,MİMAR SİNAN,IŞILAY SAYGIN 25,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Özel Su Hospital Hastanesi:38.425130404973:27.149598480794,hospital,Hospital,Özel Su Hospital Hastanesi,38.425130404973,27.149598480794,KONAK,KAHRAMANLAR,1397 1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:8:Özel Tınaztepe Hastanesi:38.370227516108:27.193620380287,hospital,Hospital,Özel Tınaztepe Hastanesi,38.370227516108,27.193620380287,BUCA,KURUÇEŞME,AHMET PİRİŞTİNA 51,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:9:Özel Tınaztepe Torbalı Hastanesi:38.142649343078:27.366587865582,hospital,Hospital,Özel Tınaztepe Torbalı Hastanesi,38.142649343078,27.366587865582,TORBALI,TEPEKÖY,AYDIN 336 - 336A,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Sağlık Bilimleri Üniversitesi Tepecik Eğitim Araştırma Hastanesi Bornova Ek Binası:38.4545959724:27.205048116699,hospital,Hospital,Sağlık Bilimleri Üniversitesi Tepecik Eğitim Araştırma Hastanesi Bornova Ek Binası,38.4545959724,27.205048116699,BORNOVA,KAZIMDİRİK,SANAYİ 7-9,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:12:Seferihisar Necat Hepkon Devlet Hastanesi:38.197890478186:26.845543951116,hospital,Hospital,Seferihisar Necat Hepkon Devlet Hastanesi,38.197890478186,26.845543951116,SEFERİHİSAR,TURABİYE,BEYLER 3,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:10:Selçuk Devlet Hastanesi:37.947826715572:27.367257451743,hospital,Hospital,Selçuk Devlet Hastanesi,37.947826715572,27.367257451743,SELÇUK,ATATÜRK,SABRİ YAYLA 1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Tepecik Eğitim ve Araştırma Hastanesi İdari ve Mali İşler Ek Binası:38.425068814261:27.168066161954,hospital,Hospital,Tepecik Eğitim ve Araştırma Hastanesi İdari ve Mali İşler Ek Binası,38.425068814261,27.168066161954,KONAK,YENİŞEHİR,1145/8 20,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:997:Tire Devlet Hastanesi:38.100611000056:27.721758184461,hospital,Hospital,Tire Devlet Hastanesi,38.100611000056,27.721758184461,TİRE,ATATÜRK,İNÖNÜ 1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:9:Torbalı Devlet Hastanesi:38.175629991691:27.358065018946,hospital,Hospital,Torbalı Devlet Hastanesi,38.175629991691,27.358065018946,TORBALI,YEDİ EYLÜL,EKOTEN 2,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Tülay Aktaş Onkoloji ve Kemik İliği Transplantasyon Hastanesi:38.45360640763:27.208399208632,hospital,Hospital,Tülay Aktaş Onkoloji ve Kemik İliği Transplantasyon Hastanesi,38.45360640763,27.208399208632,BORNOVA,KAZIMDİRİK,İZMİR AYDIN OTOYOLU 9/70,,DAHİLİ: 4606,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:18:Urla Devlet Hastanesi:38.33018874615:26.74595154248,hospital,Hospital,Urla Devlet Hastanesi,38.33018874615,26.74595154248,URLA,TORASAN,ÖZBEKYOLU 15,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
